N,P,K,temperature,humidity,ph,rainfall,label
24.0,150.0,188.6,23.08,76.5,6.9,83.07,Grapes
22.9,136.3,205.1,28.23,87.58,6.19,77.34,Grapes
25.6,139.5,193.8,19.35,84.27,5.94,69.53,Grapes
19.0,129.8,216.2,21.55,79.07,6.57,71.77,Grapes
30.0,119.4,192.3,28.36,84.78,6.74,72.56,Grapes
21.8,126.2,211.4,24.19,81.62,5.94,73.63,Grapes
16.4,132.9,201.8,26.45,80.75,6.14,51.34,Grapes
23.9,133.6,202.5,29.95,83.64,5.6,66.58,Grapes
18.7,152.3,180.3,21.72,78.93,5.94,54.76,Grapes
26.3,133.8,178.0,23.5,80.52,5.92,82.38,Grapes
34.0,144.8,197.8,22.98,82.39,6.07,68.99,Grapes
19.1,128.6,202.5,17.94,79.9,6.13,67.67,Grapes
24.7,129.9,188.7,22.87,84.58,6.22,78.57,Grapes
14.2,119.7,189.1,26.44,89.38,6.1,73.82,Grapes
25.3,125.6,205.6,25.42,78.88,5.52,58.31,Grapes
18.6,138.3,205.6,25.66,75.24,5.62,68.89,Grapes
19.9,133.1,198.6,22.67,73.89,5.78,66.25,Grapes
17.5,142.4,207.8,21.83,81.3,5.89,52.15,Grapes
26.7,134.8,188.3,27.61,79.25,6.42,62.7,Grapes
28.0,129.5,196.4,22.31,82.73,5.53,67.76,Grapes
23.1,154.5,216.5,24.68,82.43,5.86,68.45,Grapes
18.7,132.1,200.7,24.29,75.49,6.38,54.78,Grapes
30.9,144.6,201.3,28.19,74.64,5.88,81.12,Grapes
19.2,129.0,223.1,26.71,83.08,6.18,68.58,Grapes
12.2,140.1,186.0,19.91,82.44,5.94,69.98,Grapes
25.3,142.3,208.0,20.24,80.2,6.1,73.61,Grapes
17.5,135.1,216.6,25.54,75.27,5.91,61.72,Grapes
27.9,109.5,196.8,23.61,83.79,6.27,74.16,Grapes
21.1,133.2,208.6,22.43,86.99,5.38,65.93,Grapes
26.0,145.3,190.2,26.85,83.01,5.85,60.63,Grapes
30.0,138.3,193.1,24.36,78.51,6.12,75.33,Grapes
17.0,137.5,203.8,23.96,82.08,6.21,84.52,Grapes
20.2,115.8,208.0,26.14,76.44,6.6,76.85,Grapes
22.6,125.8,211.2,22.67,86.13,5.84,78.83,Grapes
30.7,137.1,215.7,28.51,82.23,6.59,64.39,Grapes
19.7,137.1,199.3,21.44,74.83,5.74,53.62,Grapes
20.0,145.1,211.9,25.77,80.7,6.53,84.5,Grapes
25.4,131.6,196.6,28.1,83.75,6.33,90.15,Grapes
20.1,137.1,209.0,19.67,80.57,5.63,85.03,Grapes
23.8,133.2,202.1,22.77,80.8,6.12,66.24,Grapes
15.2,123.1,204.5,27.23,77.0,5.98,58.05,Grapes
34.1,110.4,204.2,27.27,84.17,6.25,58.94,Grapes
16.3,137.3,184.0,23.29,79.31,5.91,52.76,Grapes
21.4,134.7,188.8,21.6,73.27,5.88,68.53,Grapes
22.8,126.8,201.0,26.67,80.41,6.55,85.66,Grapes
32.6,116.8,183.1,27.35,85.82,5.96,68.18,Grapes
16.4,139.3,208.3,20.31,80.35,6.33,72.62,Grapes
32.9,130.3,208.7,20.19,88.85,5.91,83.36,Grapes
26.8,138.6,203.3,24.48,83.62,6.67,65.56,Grapes
25.1,151.6,188.8,25.69,83.26,5.73,89.96,Grapes
18.1,111.6,213.8,22.9,81.39,5.75,89.52,Grapes
25.9,126.0,220.4,25.84,81.63,6.61,68.29,Grapes
19.4,130.9,201.5,21.67,80.85,5.82,63.82,Grapes
29.3,147.5,205.1,17.46,80.69,6.64,76.57,Grapes
18.1,116.6,202.0,22.53,84.02,6.36,66.12,Grapes
22.4,152.4,205.3,23.99,78.16,5.94,58.03,Grapes
20.2,134.4,198.8,22.97,77.6,5.27,82.41,Grapes
18.1,132.0,199.7,20.32,77.41,5.99,81.76,Grapes
26.7,131.0,209.1,18.35,90.08,6.04,71.16,Grapes
25.7,128.6,223.5,22.26,84.02,6.47,56.97,Grapes
29.0,143.5,186.0,26.49,83.12,6.64,57.3,Grapes
14.1,122.3,199.0,27.57,77.67,5.73,70.67,Grapes
28.3,136.5,188.2,27.36,84.39,6.32,64.6,Grapes
95.6,23.7,52.1,27.39,84.13,5.62,48.83,Watermelon
109.2,15.1,54.2,24.62,90.49,7.01,54.37,Watermelon
106.3,15.0,52.7,21.63,85.9,6.58,55.5,Watermelon
112.8,15.9,41.2,25.08,81.1,6.35,50.85,Watermelon
89.1,12.5,55.0,27.16,92.59,6.84,55.14,Watermelon
95.6,10.2,54.7,30.11,89.16,7.11,44.33,Watermelon
106.6,21.2,54.2,22.61,84.72,5.38,63.26,Watermelon
103.5,9.6,51.9,24.53,88.11,6.67,58.74,Watermelon
114.3,18.0,51.1,24.63,83.59,5.93,40.04,Watermelon
103.2,20.5,55.2,28.99,88.52,6.7,42.2,Watermelon
117.5,11.2,59.6,25.51,75.64,6.55,42.42,Watermelon
104.4,13.3,45.2,23.33,81.12,6.75,56.22,Watermelon
109.6,21.9,55.4,27.0,89.12,6.3,40.52,Watermelon
95.8,19.1,49.6,24.59,84.2,5.75,48.15,Watermelon
99.1,14.5,49.4,22.54,86.03,6.32,54.44,Watermelon
108.1,21.8,42.3,23.37,79.81,6.66,50.27,Watermelon
115.1,21.8,48.6,29.94,92.59,6.91,52.87,Watermelon
106.3,18.1,45.0,26.56,89.96,6.03,42.27,Watermelon
98.2,13.4,47.7,25.87,84.4,6.91,55.56,Watermelon
112.8,15.3,44.5,24.98,83.58,6.24,45.89,Watermelon
77.1,18.1,47.8,26.33,89.32,6.64,48.2,Watermelon
84.8,16.2,48.0,26.3,93.13,6.3,52.7,Watermelon
105.8,20.8,50.5,26.33,89.02,6.57,51.62,Watermelon
99.1,10.9,41.9,25.89,93.89,6.86,50.99,Watermelon
105.1,11.0,42.8,27.77,81.51,6.01,44.79,Watermelon
99.6,17.7,51.8,25.66,81.92,6.23,48.4,Watermelon
104.7,15.0,46.0,23.16,80.44,6.57,50.82,Watermelon
90.9,14.5,55.4,24.07,86.97,7.46,39.8,Watermelon
104.7,9.9,51.1,20.65,85.9,6.15,47.1,Watermelon
108.9,17.1,53.0,30.67,84.59,7.32,53.9,Watermelon
111.2,16.8,57.1,27.76,88.44,7.3,40.58,Watermelon
119.1,19.6,48.5,23.52,90.13,6.46,60.05,Watermelon
101.4,17.3,47.1,24.9,79.1,6.38,60.96,Watermelon
101.7,16.5,54.4,24.01,82.81,6.22,40.84,Watermelon
83.8,21.7,52.5,29.46,88.48,6.47,61.66,Watermelon
93.7,11.8,49.1,22.05,83.33,5.94,49.65,Watermelon
97.1,19.1,57.0,25.89,82.01,6.47,54.15,Watermelon
109.5,10.3,48.9,25.33,89.27,7.1,46.83,Watermelon
92.9,13.6,50.2,27.67,80.04,6.26,58.18,Watermelon
107.0,12.1,50.1,25.34,83.99,6.4,54.05,Watermelon
99.0,20.1,45.3,21.2,86.51,5.82,44.29,Watermelon
97.2,16.7,50.4,24.97,82.9,6.65,41.48,Watermelon
101.5,16.9,57.0,23.17,88.33,6.61,39.12,Watermelon
95.1,12.6,52.2,25.8,82.92,6.53,52.3,Watermelon
94.7,15.8,50.2,29.19,90.83,6.41,55.38,Watermelon
82.0,13.9,49.2,21.25,84.7,6.38,56.01,Watermelon
96.5,18.5,51.7,23.6,87.89,6.7,49.86,Watermelon
94.2,13.0,53.7,24.22,88.18,6.49,41.54,Watermelon
93.8,22.3,53.0,24.65,82.69,6.63,45.34,Watermelon
103.2,10.3,48.3,27.45,76.99,6.59,60.02,Watermelon
105.6,13.8,51.6,25.17,86.64,6.95,46.92,Watermelon
101.3,23.7,52.4,26.64,85.49,6.77,51.95,Watermelon
109.0,15.3,45.0,24.04,87.42,6.58,42.19,Watermelon
104.8,11.7,50.8,26.17,84.29,7.11,53.49,Watermelon
96.0,17.9,39.2,27.54,83.48,6.67,47.14,Watermelon
94.4,15.1,52.4,23.77,93.23,7.02,59.17,Watermelon
102.1,13.7,53.3,27.55,79.31,6.74,56.99,Watermelon
104.7,12.6,53.7,25.73,88.14,5.76,46.83,Watermelon
113.0,28.1,48.0,28.21,82.9,7.02,49.79,Watermelon
110.9,16.0,51.5,25.1,83.86,6.55,46.39,Watermelon
93.6,9.3,57.1,26.55,83.93,6.48,39.44,Watermelon
98.0,23.0,57.1,25.5,81.99,6.61,43.94,Watermelon
105.7,19.4,49.9,25.36,87.48,6.36,52.39,Watermelon
109.7,13.9,50.7,26.25,90.76,6.59,53.4,Watermelon
108.4,13.3,55.6,26.94,87.08,6.26,51.99,Watermelon
98.4,19.7,42.5,22.48,85.61,7.01,48.39,Watermelon
86.5,16.0,48.4,29.18,81.25,6.45,58.26,Watermelon
89.0,9.3,56.7,20.95,87.27,6.35,51.31,Watermelon
101.7,24.1,54.9,23.89,93.83,6.13,56.43,Watermelon
102.4,15.3,51.8,25.36,83.68,6.61,36.61,Watermelon
88.0,23.0,42.5,26.63,83.7,6.57,19.42,Watermelon
99.4,22.1,49.8,29.54,82.96,6.66,53.07,Watermelon
105.3,13.0,47.1,20.95,83.24,6.09,39.4,Watermelon
87.5,21.1,51.7,24.33,74.22,5.86,49.1,Watermelon
110.0,14.4,46.0,20.28,86.82,6.75,48.38,Watermelon
95.2,9.5,44.9,25.68,81.82,7.09,63.5,Watermelon
111.6,15.3,39.7,26.28,78.76,6.09,54.0,Watermelon
93.7,18.6,56.1,29.58,88.21,7.14,52.13,Watermelon
88.7,15.1,48.0,25.9,80.87,6.61,57.5,Watermelon
94.4,15.8,50.8,28.21,83.85,6.5,53.75,Watermelon
98.0,21.6,50.0,27.06,91.07,6.34,47.14,Watermelon
95.1,17.4,44.7,24.51,79.56,5.95,59.37,Watermelon
96.8,13.6,43.7,22.08,79.07,6.9,41.92,Watermelon
102.3,19.8,45.0,26.29,86.28,6.19,53.39,Watermelon
97.3,17.8,46.4,21.87,89.8,6.19,38.42,Watermelon
98.3,6.9,51.8,28.84,78.9,6.9,52.43,Watermelon
81.9,18.7,46.0,25.19,86.83,5.75,52.34,Watermelon
102.9,18.6,58.7,28.59,87.52,5.89,64.21,Watermelon
98.1,17.1,55.1,24.4,76.96,6.49,38.28,Watermelon
115.1,20.6,54.0,26.27,88.39,6.62,45.99,Watermelon
89.6,14.3,49.4,26.12,88.71,6.69,57.38,Watermelon
80.9,18.3,57.6,25.49,83.95,6.38,53.48,Watermelon
105.2,10.7,48.9,24.52,90.21,7.51,52.24,Watermelon
102.5,18.6,49.8,26.58,89.75,6.41,43.15,Watermelon
88.9,24.8,50.8,23.28,85.61,6.41,46.07,Watermelon
83.7,13.0,53.5,22.58,83.39,6.18,60.76,Watermelon
114.4,14.0,53.2,28.71,81.31,6.55,50.39,Watermelon
113.1,14.2,47.6,27.42,85.05,6.75,53.8,Watermelon
74.1,17.5,47.3,25.76,87.48,6.98,49.88,Watermelon
94.4,12.7,53.2,29.76,83.9,5.9,41.34,Watermelon
109.3,21.7,46.6,31.69,93.18,7.16,24.38,Muskmelon
105.0,19.5,48.5,29.04,92.94,6.01,24.31,Muskmelon
123.1,13.5,47.0,23.97,93.77,7.16,30.69,Muskmelon
89.8,17.8,50.6,27.12,92.47,6.01,24.77,Muskmelon
108.2,21.9,56.0,26.71,92.3,6.5,22.59,Muskmelon
86.9,13.0,46.1,27.4,95.89,5.89,29.93,Muskmelon
101.6,20.5,55.0,29.84,96.85,6.41,25.3,Muskmelon
109.8,27.3,46.1,28.36,87.78,6.55,20.95,Muskmelon
79.3,22.2,45.8,28.43,92.33,6.34,30.47,Muskmelon
98.0,23.7,54.1,31.49,90.23,6.69,25.67,Muskmelon
94.4,18.9,54.6,27.07,91.37,6.44,24.71,Muskmelon
93.0,21.9,54.3,32.7,93.51,6.19,25.59,Muskmelon
103.9,15.1,43.4,27.12,94.31,6.17,19.35,Muskmelon
111.2,21.2,47.7,28.8,91.96,6.72,22.06,Muskmelon
98.7,20.6,54.1,27.98,86.56,6.14,24.72,Muskmelon
102.1,19.2,50.2,28.87,89.4,6.77,23.73,Muskmelon
101.1,23.3,44.6,29.58,94.99,6.89,31.06,Muskmelon
100.0,15.8,52.3,29.55,84.08,5.73,25.79,Muskmelon
89.1,17.3,46.4,26.94,95.86,6.85,28.97,Muskmelon
111.1,18.4,59.0,26.13,93.86,7.22,24.75,Muskmelon
103.0,13.9,57.7,34.11,96.25,6.5,29.98,Muskmelon
103.9,18.9,53.0,27.54,91.7,6.64,26.69,Muskmelon
91.9,11.1,56.8,30.14,86.12,6.81,24.77,Muskmelon
95.4,22.2,50.3,25.06,93.59,6.29,24.63,Muskmelon
98.2,18.2,53.8,27.98,96.12,6.47,19.93,Muskmelon
84.7,15.9,57.4,28.32,95.07,5.87,27.23,Muskmelon
83.1,14.7,51.2,29.64,90.31,6.46,24.5,Muskmelon
94.0,17.1,48.7,22.61,92.56,6.6,22.19,Muskmelon
105.2,20.8,41.5,28.97,90.7,6.61,30.23,Muskmelon
93.5,20.2,49.6,26.07,89.84,6.83,18.45,Muskmelon
89.8,15.2,54.1,29.31,95.17,6.09,22.59,Muskmelon
91.9,14.6,54.7,26.32,88.71,6.19,29.84,Muskmelon
95.4,20.6,52.5,26.72,89.62,7.16,26.28,Muskmelon
96.5,15.1,47.3,28.0,88.99,6.34,24.46,Muskmelon
121.7,18.2,40.1,26.28,87.83,6.48,25.96,Muskmelon
110.5,18.5,47.5,27.55,92.74,6.37,25.6,Muskmelon
110.2,19.2,48.5,25.97,95.78,6.07,17.12,Muskmelon
111.7,21.4,48.4,24.57,91.75,7.05,22.95,Muskmelon
90.0,12.9,53.1,30.84,87.78,6.19,32.78,Muskmelon
87.8,10.4,59.9,25.75,94.82,5.95,21.4,Muskmelon
88.9,15.7,50.6,28.21,97.36,6.22,23.11,Muskmelon
113.3,25.2,48.9,30.26,90.36,5.6,21.99,Muskmelon
94.5,26.1,48.7,27.25,90.86,6.14,24.26,Muskmelon
87.5,25.3,50.6,26.78,93.85,6.01,21.78,Muskmelon
95.7,17.2,45.9,29.1,97.17,6.65,27.13,Muskmelon
97.6,10.9,50.6,31.06,90.74,6.13,25.69,Muskmelon
102.7,8.6,52.3,26.03,88.3,6.76,28.57,Muskmelon
102.5,15.5,51.0,28.27,94.19,6.96,19.45,Muskmelon
91.7,17.2,52.3,24.79,94.7,6.71,23.0,Muskmelon
106.9,23.2,52.2,27.73,92.32,6.31,23.57,Muskmelon
93.6,21.5,41.1,28.68,90.63,6.46,26.98,Muskmelon
98.4,18.9,53.2,26.72,95.28,5.79,20.73,Muskmelon
106.9,14.4,46.6,27.59,93.88,6.35,29.28,Muskmelon
93.6,14.2,44.5,25.5,89.99,6.06,30.63,Muskmelon
94.3,19.0,44.5,28.77,92.45,6.68,19.76,Muskmelon
105.9,20.8,52.2,30.92,88.24,7.43,22.25,Muskmelon
91.4,19.6,48.9,26.19,94.36,6.6,22.04,Muskmelon
96.2,13.9,41.6,27.23,91.51,5.6,37.86,Muskmelon
105.6,20.6,52.4,29.71,90.99,6.26,22.55,Muskmelon
120.5,19.7,42.8,31.27,92.2,6.45,33.09,Muskmelon
106.1,13.7,50.7,25.31,92.42,6.43,18.37,Muskmelon
104.7,14.9,51.2,28.23,94.98,6.11,19.75,Muskmelon
105.3,20.8,54.4,29.22,94.07,6.5,21.27,Muskmelon
89.3,17.1,58.9,28.38,91.83,5.9,20.47,Muskmelon
101.2,24.4,43.2,23.15,94.59,6.02,23.36,Muskmelon
99.7,20.0,49.7,29.7,93.5,6.66,21.16,Muskmelon
103.2,16.1,48.6,31.94,91.02,5.99,20.6,Muskmelon
101.2,18.0,52.2,28.86,91.93,6.62,30.49,Muskmelon
103.8,18.3,51.1,26.33,91.86,5.85,30.82,Muskmelon
96.9,15.1,48.2,27.47,93.82,7.11,29.45,Muskmelon
100.6,14.3,47.8,32.49,91.2,6.09,27.32,Muskmelon
87.7,20.8,44.4,30.6,91.13,6.31,25.16,Muskmelon
96.8,21.4,54.9,30.01,98.21,6.53,22.21,Muskmelon
113.9,20.4,52.3,29.38,95.12,6.17,19.93,Muskmelon
103.2,24.1,54.6,27.15,90.02,6.46,26.51,Muskmelon
99.8,15.8,48.4,28.16,94.01,6.63,18.83,Muskmelon
119.0,24.7,46.7,28.43,92.66,6.78,19.73,Muskmelon
86.4,14.4,44.6,29.81,93.47,6.72,30.46,Muskmelon
88.9,13.9,51.8,31.92,92.71,6.33,34.2,Muskmelon
117.1,11.0,44.8,31.06,95.87,6.34,26.67,Muskmelon
100.5,16.2,59.2,25.48,93.34,7.34,30.23,Muskmelon
97.6,16.0,43.5,29.09,92.11,6.78,23.47,Muskmelon
88.0,20.1,51.4,30.22,95.43,6.03,18.01,Muskmelon
104.5,19.0,57.8,29.96,93.0,6.44,27.76,Muskmelon
105.4,13.2,53.0,27.22,92.66,6.27,27.55,Muskmelon
89.1,16.4,50.9,35.01,93.24,6.35,25.06,Muskmelon
98.6,16.5,45.2,25.79,92.02,5.91,23.49,Muskmelon
96.6,10.9,43.1,26.22,92.33,6.24,29.51,Muskmelon
102.6,14.1,53.9,29.11,90.54,7.12,19.77,Muskmelon
88.8,14.9,57.5,33.26,90.05,6.63,20.83,Muskmelon
112.5,23.7,47.8,26.76,89.3,5.4,19.66,Muskmelon
109.2,18.8,44.3,28.02,88.12,6.89,25.12,Muskmelon
96.4,20.6,37.7,30.97,89.66,6.84,19.26,Muskmelon
97.8,12.0,45.1,28.56,91.78,6.26,21.28,Muskmelon
98.6,22.8,49.4,27.86,92.61,6.69,21.17,Muskmelon
92.2,23.2,58.0,29.84,91.49,6.06,23.4,Muskmelon
95.6,10.0,53.4,29.2,85.23,6.21,17.26,Muskmelon
97.3,15.2,51.5,30.87,97.02,7.0,25.14,Muskmelon
116.1,20.0,48.0,31.44,95.56,6.29,30.94,Muskmelon
109.5,20.6,47.1,29.28,93.64,5.65,25.38,Muskmelon
28.7,145.9,194.4,21.18,89.52,5.43,118.26,Apple
27.7,127.3,206.1,23.88,90.7,6.07,97.83,Apple
24.9,125.4,195.8,23.33,87.76,6.34,98.21,Apple
21.4,122.1,212.7,22.71,93.95,6.2,116.25,Apple
21.1,135.8,205.9,24.93,92.05,6.33,122.88,Apple
24.8,115.5,192.9,20.95,87.18,5.82,84.58,Apple
19.0,138.6,200.3,21.16,89.8,5.71,120.53,Apple
11.6,132.9,191.1,22.57,93.31,5.61,104.55,Apple
23.5,145.3,198.2,21.0,90.67,5.88,109.81,Apple
15.3,127.3,194.5,23.87,90.21,5.87,92.61,Apple
16.2,132.0,211.7,20.82,92.08,5.98,99.93,Apple
21.0,145.2,221.2,23.17,93.33,5.85,127.19,Apple
20.5,147.8,185.7,22.35,87.99,5.85,113.19,Apple
13.9,127.2,180.8,23.14,93.95,5.59,106.96,Apple
21.8,135.8,197.5,21.45,89.9,6.28,110.95,Apple
25.8,136.9,184.8,21.75,92.25,5.93,120.04,Apple
15.4,137.7,200.5,22.84,92.19,5.83,119.31,Apple
27.4,131.4,207.5,23.11,90.72,5.6,111.57,Apple
13.2,146.8,214.9,22.59,89.23,5.37,129.09,Apple
31.6,115.1,202.0,26.86,91.44,6.42,127.26,Apple
18.9,129.8,198.1,20.12,97.18,6.12,118.9,Apple
21.7,138.5,180.2,22.44,88.21,5.25,113.52,Apple
11.5,138.6,200.3,18.67,97.38,6.21,122.56,Apple
20.7,147.5,200.7,23.53,91.52,6.27,117.41,Apple
22.1,146.0,206.4,19.81,92.41,5.95,128.61,Apple
20.6,131.1,192.9,21.9,89.04,6.54,126.19,Apple
18.2,147.0,195.6,21.67,89.99,5.99,97.43,Apple
16.3,126.9,185.2,23.3,90.79,5.33,96.41,Apple
26.7,143.3,177.1,21.22,89.16,6.05,102.18,Apple
21.2,152.1,188.9,21.11,91.67,6.0,127.34,Apple
28.7,146.1,184.3,26.19,91.08,5.66,89.06,Apple
18.4,135.1,203.4,23.31,97.85,6.13,118.62,Apple
18.8,130.7,194.8,21.2,88.8,5.23,118.14,Apple
25.1,118.7,194.6,21.97,92.61,6.3,130.14,Apple
12.9,137.1,190.2,26.71,93.04,5.55,115.41,Apple
14.9,122.8,167.7,22.01,89.09,5.51,92.55,Apple
26.5,126.1,215.1,20.88,94.36,5.85,98.31,Apple
15.1,122.1,190.0,20.89,91.11,6.07,94.97,Apple
11.9,129.4,195.9,21.23,84.82,5.97,104.63,Apple
30.3,133.7,185.5,21.11,94.28,5.6,109.96,Apple
14.0,136.7,209.7,19.4,88.95,5.7,95.22,Apple
21.9,128.0,201.4,19.79,89.16,5.45,134.76,Apple
21.3,144.7,191.7,20.53,94.36,5.81,92.82,Apple
6.9,131.9,196.1,24.08,91.26,6.33,132.89,Apple
19.7,126.1,216.8,21.65,95.05,5.9,130.48,Apple
23.2,136.3,199.3,22.08,95.93,6.24,126.17,Apple
22.8,153.6,198.2,25.78,90.37,6.48,102.29,Apple
25.5,137.4,190.6,25.84,94.68,5.66,117.84,Apple
19.1,130.4,181.1,21.89,90.03,5.83,93.54,Apple
24.6,118.7,198.4,21.02,99.0,6.77,126.36,Apple
17.6,131.8,203.3,20.44,90.22,6.48,111.59,Apple
13.9,136.3,211.0,24.33,95.38,5.23,106.56,Apple
14.5,130.1,177.5,22.09,94.83,6.05,94.34,Apple
13.7,117.3,188.7,21.63,93.25,5.9,75.54,Apple
26.0,125.5,194.2,20.57,90.29,6.23,97.12,Apple
13.4,148.5,200.0,20.68,91.85,5.6,129.39,Apple
22.4,148.3,198.5,23.4,85.84,5.56,106.66,Apple
19.7,125.1,198.8,19.31,92.97,5.63,110.16,Apple
20.5,140.7,204.1,25.09,93.35,5.67,122.53,Apple
27.8,122.2,191.0,21.27,92.7,6.23,139.79,Apple
18.8,148.0,209.3,22.23,83.38,5.43,132.58,Apple
24.1,136.5,204.3,19.26,88.5,5.65,98.11,Apple
21.2,143.5,196.8,22.57,90.06,5.18,83.56,Apple
20.2,116.8,216.0,21.78,93.17,6.3,148.09,Apple
32.5,140.8,215.6,22.47,93.17,6.41,146.73,Apple
13.8,133.9,209.3,26.28,91.79,5.77,115.53,Apple
27.4,142.5,169.8,23.04,94.21,5.78,93.64,Apple
24.3,143.1,215.8,20.61,89.22,6.08,127.15,Apple
18.6,134.7,207.9,20.82,94.13,6.49,111.08,Apple
29.1,128.0,220.1,24.09,93.72,6.06,111.01,Apple
11.8,141.8,212.4,25.85,93.43,5.62,126.12,Apple
18.4,133.4,215.8,23.3,91.75,5.25,117.72,Apple
15.0,125.3,208.8,24.32,97.79,5.45,94.91,Apple
23.1,124.8,213.5,24.12,93.78,5.93,107.83,Apple
15.4,119.2,219.9,26.15,89.39,5.64,122.62,Apple
23.2,128.9,202.2,17.73,93.04,5.98,120.35,Apple
20.1,145.0,184.3,24.27,94.56,5.68,116.63,Apple
18.6,135.8,196.9,25.06,90.54,5.48,126.7,Apple
22.9,128.7,203.9,19.25,95.57,5.43,107.27,Apple
19.7,142.0,200.7,20.39,93.45,6.52,115.38,Apple
15.6,125.7,187.5,20.47,85.27,6.26,62.07,Apple
35.0,135.0,183.7,20.78,93.2,6.59,105.96,Apple
18.6,132.2,192.6,21.4,91.08,6.12,124.16,Apple
9.9,141.8,208.1,23.21,93.91,5.73,106.84,Apple
16.8,118.2,215.8,24.76,95.13,6.43,105.71,Apple
14.7,125.5,209.2,25.3,92.89,5.89,97.08,Apple
25.1,117.6,210.6,20.51,97.3,5.99,127.75,Apple
22.6,131.4,199.2,20.49,91.76,5.88,120.93,Apple
23.0,146.1,182.6,25.89,94.17,4.72,125.08,Apple
19.1,128.9,195.4,24.22,94.71,6.54,86.81,Apple
19.6,128.9,197.4,22.81,92.01,6.1,110.29,Apple
19.1,142.7,195.0,23.78,94.64,6.03,108.5,Apple
20.6,144.7,200.5,22.53,90.52,5.88,108.49,Apple
25.2,133.1,204.4,23.91,91.03,5.97,103.46,Apple
22.7,140.8,208.5,21.76,88.36,5.66,107.51,Apple
23.5,123.2,197.2,23.27,93.02,6.15,125.44,Apple
23.5,147.8,181.0,18.82,93.28,5.38,84.01,Apple
25.4,155.5,195.2,20.88,95.84,5.97,139.36,Apple
22.4,139.2,200.4,20.91,94.67,6.12,119.96,Apple
22.8,113.2,212.2,21.66,91.45,5.82,112.07,Apple
24.5,16.9,9.5,24.46,86.63,7.24,110.39,Orange
12.7,16.1,7.9,24.06,93.66,7.25,110.91,Orange
16.7,13.1,8.1,24.58,88.88,6.34,102.71,Orange
19.4,7.3,6.8,26.58,92.5,7.62,103.75,Orange
26.8,12.0,11.1,28.39,90.57,7.21,111.48,Orange
19.8,13.8,11.7,23.17,88.97,7.3,101.97,Orange
22.3,15.0,7.7,26.1,89.79,6.7,89.07,Orange
17.1,11.5,14.6,21.75,92.88,7.25,113.63,Orange
22.4,14.0,9.1,26.36,88.36,7.45,126.5,Orange
28.4,11.5,14.6,25.98,89.95,6.96,123.44,Orange
25.0,15.5,8.1,25.83,94.19,7.8,98.25,Orange
19.6,11.7,5.0,23.08,100.0,7.02,91.63,Orange
23.4,12.6,11.2,20.79,93.63,7.46,106.14,Orange
22.9,10.8,10.7,18.62,89.45,7.12,133.92,Orange
22.5,15.4,10.1,22.68,91.1,7.23,120.08,Orange
25.6,12.5,8.1,27.4,92.29,6.33,120.96,Orange
25.5,19.6,9.9,21.87,91.15,7.15,123.75,Orange
19.4,17.6,8.5,25.16,94.91,6.71,116.71,Orange
23.2,15.7,9.1,25.33,92.85,6.66,112.21,Orange
18.1,12.8,12.5,21.95,94.92,7.7,120.33,Orange
15.4,17.5,10.6,26.75,91.26,6.91,102.21,Orange
18.7,18.8,11.8,14.07,96.18,6.6,89.18,Orange
19.6,16.6,9.3,19.13,91.7,6.86,121.24,Orange
11.7,22.4,9.0,20.05,89.29,6.48,128.97,Orange
24.3,17.8,6.5,20.34,98.73,7.57,93.63,Orange
6.2,19.7,8.9,23.81,86.73,6.72,122.73,Orange
33.6,16.5,5.0,23.67,89.98,7.21,135.61,Orange
27.5,18.7,8.2,23.98,90.32,7.54,110.37,Orange
18.7,12.8,9.8,24.59,99.72,6.8,98.13,Orange
20.0,14.2,11.7,19.95,97.62,7.21,112.25,Orange
21.5,17.4,9.2,19.15,96.68,6.59,102.14,Orange
17.1,17.4,11.0,23.99,91.21,7.98,101.15,Orange
21.0,18.0,5.0,20.91,99.48,7.37,116.9,Orange
19.3,20.4,9.8,18.09,93.31,6.92,86.34,Orange
19.5,10.3,5.0,25.71,95.13,6.69,88.74,Orange
20.9,12.1,6.4,26.99,92.74,6.95,110.69,Orange
13.4,16.9,9.4,27.47,92.05,6.86,110.07,Orange
20.2,13.1,13.8,23.36,91.44,7.78,115.55,Orange
20.8,29.5,11.1,24.68,91.57,6.51,138.53,Orange
20.6,18.1,10.1,26.91,94.03,7.05,111.97,Orange
18.9,15.7,9.9,20.88,93.3,6.99,119.37,Orange
25.7,13.9,7.9,26.13,92.11,6.95,95.77,Orange
18.2,14.1,8.4,23.63,96.73,6.96,121.92,Orange
21.1,16.1,11.3,25.54,83.3,6.95,102.5,Orange
26.5,16.4,5.8,23.36,93.73,7.35,111.47,Orange
19.6,14.2,11.8,26.69,94.35,7.24,108.77,Orange
21.1,14.9,8.8,23.47,95.64,7.17,125.89,Orange
19.5,21.4,12.5,18.35,92.01,5.79,90.75,Orange
26.2,21.5,12.9,27.16,92.82,7.12,76.15,Orange
18.7,17.0,5.0,19.96,95.16,6.34,107.2,Orange
26.4,10.6,8.3,26.56,96.67,7.26,117.43,Orange
19.5,18.2,7.4,22.53,91.3,7.59,112.68,Orange
15.7,22.2,5.0,26.33,93.0,6.63,128.88,Orange
23.4,21.5,6.9,26.2,97.24,6.9,116.96,Orange
18.5,18.9,17.3,24.09,85.83,6.76,101.94,Orange
23.1,21.7,11.8,24.33,90.13,7.49,75.52,Orange
